file,n_frames,hand_frames,adult_frames,max_ratio,mean_ratio,edge_frac,max_motion,pred,err
2026-07-09_04-03-55.mp4,12,2,2,0.4376118985943352,0.4020693331806011,0.0,37.092830657958984,1,
2026-07-23_17-06-58.mp4,12,0,0,0.0,0.0,0.0,25.748743057250977,0,
2026-07-17_07-15-56.mp4,12,0,0,0.0,0.0,0.0,24.070098876953125,0,
2026-07-23_17-06-22.mp4,12,0,0,0.0,0.0,0.0,22.566543579101562,0,
2026-07-05_05-52-17.mp4,12,2,2,0.19128987188450644,0.17098274012628334,0.0,27.408700942993164,1,
2026-07-11_01-22-34.mp4,12,1,1,0.3398652168392228,0.3398652168392228,0.0,31.18192481994629,1,
2026-07-05_17-13-54.mp4,12,0,0,0.0,0.0,0.0,26.989093780517578,0,
2026-07-06_15-54-54.mp4,12,0,0,0.0,0.0,0.0,11.397027969360352,0,
2026-07-06_02-40-23.mp4,12,0,0,0.0,0.0,0.0,19.103185653686523,0,
2026-07-04_10-20-15.mp4,12,0,0,0.0,0.0,0.0,16.70554542541504,0,
2026-07-05_19-02-20.mp4,12,0,0,0.0,0.0,0.0,62.47490692138672,0,
2026-07-04_15-24-25.mp4,12,0,0,0.0,0.0,0.0,55.90327835083008,0,
2026-07-23_01-50-02.mp4,12,0,0,0.0,0.0,0.0,31.679840087890625,0,
2026-07-07_00-14-12.mp4,12,2,1,0.27329325869701854,0.20433434555991392,0.0,34.15327835083008,1,
2026-07-09_04-04-19.mp4,12,0,0,0.0,0.0,0.0,70.86856842041016,0,
2026-07-01_08-19-37.mp4,12,2,3,0.2676430031576461,0.22513215820671573,0.0,69.60533142089844,1,
2026-07-18_07-28-25.mp4,12,4,4,0.4385015358164438,0.3863433133424528,0.0,26.764766693115234,1,
2026-07-10_14-08-14.mp4,12,0,0,0.0,0.0,0.0,9.219730377197266,0,
2026-07-04_14-35-30.mp4,12,0,0,0.0,0.0,0.0,17.252758026123047,0,
2026-07-17_13-26-52.mp4,12,0,0,0.0,0.0,0.0,41.923866271972656,0,
2026-07-06_11-31-41.mp4,12,0,0,0.0,0.0,0.0,59.617340087890625,0,
