file,cry_prob,cry_any_prob,face_rate,mouth_open_max,eye_open_min,label_crying,error
2026-07-10_13-30-56.mp4,0.0016610751627013087,0.005584025755524635,0.0,0.0,1.0,0,
2026-07-19_10-43-50.mp4,0.003664986230432987,0.025638522580266,0.0,0.0,1.0,0,
2026-07-22_08-55-11.mp4,0.0017499909736216068,0.009767739102244377,0.0,0.0,1.0,0,
2026-07-11_14-51-59.mp4,0.00015519635053351521,0.0010766012128442526,0.0,0.0,1.0,0,
2026-07-14_13-36-50.mp4,0.003441323759034276,0.009038916788995266,0.0,0.0,1.0,0,
2026-07-09_05-41-42.mp4,0.0004215340886730701,0.001814389368519187,0.0,0.0,1.0,0,
2026-07-13_19-47-54.mp4,0.0007482279324904084,0.0023160933051258326,0.0,0.0,1.0,0,
2026-07-04_08-07-23.mp4,0.00041551096364855766,0.002394690876826644,0.0,0.0,1.0,0,
2026-07-12_06-40-09.mp4,0.012589588761329651,0.033093828707933426,0.0,0.0,1.0,0,
2026-07-20_22-00-40.mp4,0.000646082335151732,0.002051856368780136,0.0,0.0,1.0,0,
2026-07-09_14-09-54.mp4,0.00035062924143858254,0.0012104195775464177,0.0,0.0,1.0,0,
2026-07-11_17-16-00.mp4,0.0013376257847994566,0.0042444379068911076,0.0,0.0,1.0,0,
2026-07-22_11-06-16.mp4,0.00243982020765543,0.011538641527295113,0.0,0.0,1.0,0,
2026-07-11_18-03-59.mp4,0.0008948015165515244,0.0027498833369463682,0.0,0.0,1.0,0,
2026-07-07_02-08-58.mp4,0.0005158119020052254,0.006221174728125334,0.0,0.0,1.0,0,
2026-07-05_08-50-04.mp4,0.00034216276253573596,0.0025884569622576237,0.0,0.0,1.0,0,
2026-07-12_13-49-37.mp4,0.003556040581315756,0.005864977370947599,0.0,0.0,1.0,0,
2026-07-05_16-17-58.mp4,0.0001104375915019773,0.00022075933520682156,0.0,0.0,1.0,0,
2026-07-18_14-15-57.mp4,0.0005427692667581141,0.001332770800217986,0.0,0.0,1.0,0,
2026-07-07_08-40-54.mp4,0.0002654460840858519,0.0015282590175047517,0.0,0.0,1.0,0,
2026-07-14_07-22-30.mp4,0.0008349275449290872,0.009135788306593895,0.0,0.0,1.0,0,
2026-07-02_03-37-04.mp4,0.00028293763170950115,0.0005382249364629388,0.0,0.0,1.0,0,
2026-07-18_07-25-37.mp4,0.00029508114675991237,0.0010181356919929385,0.0,0.0,1.0,0,
2026-07-09_16-03-11.mp4,0.0001409006945323199,0.0004622707492671907,0.0,0.0,1.0,0,
2026-07-07_00-25-47.mp4,0.0005496245576068759,0.00806488934904337,0.0,0.0,1.0,0,
2026-07-08_15-52-23.mp4,0.0003092050028499216,0.0006661227089352906,0.0,0.0,1.0,0,
2026-07-07_18-54-31.mp4,0.0004694776434917003,0.0025571282021701336,0.0,0.0,1.0,0,
2026-07-08_22-28-52.mp4,0.0008853394538164139,0.002615130040794611,0.0,0.0,1.0,0,
2026-07-10_06-38-12.mp4,0.0008365596877411008,0.0016728942282497883,0.0,0.0,1.0,0,
2026-07-06_00-06-48.mp4,0.00018592752167023718,0.00203181360848248,0.0,0.0,1.0,0,
2026-06-30_21-42-49.mp4,0.0005257604643702507,0.0023956228978931904,0.0,0.0,1.0,0,
2026-07-09_17-06-41.mp4,0.0007352508255280554,0.003907912876456976,0.0,0.0,1.0,0,
2026-07-10_14-14-32.mp4,0.0006766796577721834,0.0018610813422128558,0.0,0.0,1.0,0,
2026-07-17_22-41-12.mp4,0.00028806651243939996,0.0019464114448055625,0.0,0.0,1.0,0,
2026-07-07_09-21-30.mp4,0.00027578978915698826,0.001070720492862165,0.0,0.0,1.0,0,
2026-07-23_23-23-20.mp4,0.0006242165109142661,0.003322099568322301,0.0,0.0,1.0,0,
2026-07-01_23-34-02.mp4,0.0004970746231265366,0.002479454269632697,0.0,0.0,1.0,0,
2026-07-02_10-03-43.mp4,0.00042362583917565644,0.0012866612523794174,0.0,0.0,1.0,0,
2026-07-23_16-34-53.mp4,0.0010170465102419257,0.004025713540613651,0.0,0.0,1.0,0,
2026-07-05_09-24-45.mp4,0.00030114935361780226,0.001736034988425672,0.0,0.0,1.0,0,
2026-07-08_14-14-06.mp4,0.00022379113943316042,0.0010667070746421814,0.0,0.0,1.0,0,
2026-07-15_19-51-18.mp4,0.001384873641654849,0.016069741919636726,0.0,0.0,1.0,0,
2026-07-07_20-22-24.mp4,0.00012854087981395423,0.0011391285806894302,0.0,0.0,1.0,0,
2026-07-02_04-20-51.mp4,0.0004873846482951194,0.0017973737558349967,0.0,0.0,1.0,0,
2026-07-06_21-32-40.mp4,0.0013620697427541018,0.0044638472609221935,0.0,0.0,1.0,0,
2026-07-01_21-39-40.mp4,0.001220050035044551,0.008741652593016624,0.0,0.0,1.0,0,
2026-07-08_14-04-43.mp4,0.00035061704693362117,0.0011853300966322422,0.0,0.0,1.0,0,
